-34.2020143325669,-93.9692620785908
-31.3518464715197,-86.1384902387084
-28.5016786104725,-78.3077183988258
-25.6515107494252,-70.4769465589432
-22.8013428883780,-62.6461747190607
-19.9511750273307,-54.8154028791781
-17.1010071662835,-46.9846310392955
-14.2508393052362,-39.1538591994129
-11.4006714441890,-31.3230873595303
-8.55050358314174,-23.4923155196477
-5.70033572209449,-15.6615436797652
-2.85016786104725,-7.83077183988258
0.0,0.0
2.85016786104725,7.83077183988258
5.70033572209449,15.6615436797652
8.55050358314174,23.4923155196477
11.4006714441890,31.3230873595303
14.2508393052362,39.1538591994129
17.1010071662835,46.9846310392955
19.9511750273307,54.8154028791781
22.8013428883780,62.6461747190607
25.6515107494252,70.4769465589432
28.5016786104725,78.3077183988258
31.3518464715197,86.1384902387084
34.2020143325669,93.9692620785908
